Battery,5,27
 ,4,12
 ,3,12
 ,2,6
 ,1,11
Camera,5,27
 ,4,13
 ,3,4
 ,2,2
 ,1,5
Storage,5,2
 ,4,4
 ,3,2
 ,2,0
 ,1,2
Performance,5,17
 ,4,18
 ,3,10
 ,2,3
 ,1,9
Others,5,15
 ,4,4
 ,3,2
 ,2,1
 ,1,0
